<TICKER>,<DTYYYYMMDD>,<DTYYYYMMDD2>,code,close
شاخص_كل6,13900210,20110430,IDXS,25321.70
شاخص_كل6,13900211,20110501,IDXS,24685.30
شاخص_كل6,13900212,20110502,IDXS,25037.70
شاخص_كل6,13900213,20110503,IDXS,25211.20
شاخص_كل6,13900214,20110504,IDXS,25520.20
شاخص_كل6,13900218,20110508,IDXS,25366.60
شاخص_كل6,13900219,20110509,IDXS,25752.70
شاخص_كل6,13900220,20110510,IDXS,26041.70
شاخص_كل6,13900221,20110511,IDXS,26002.80
شاخص_كل6,13900224,20110514,IDXS,26033.60
شاخص_كل6,13900225,20110515,IDXS,25908.50
شاخص_كل6,13900226,20110516,IDXS,25759.70
شاخص_كل6,13900227,20110517,IDXS,25773.40
شاخص_كل6,13900228,20110518,IDXS,25940.80
شاخص_كل6,13900231,20110521,IDXS,26155.60
شاخص_كل6,13900301,20110522,IDXS,26055.50
شاخص_كل6,13900302,20110523,IDXS,26059.80
شاخص_كل6,13900303,20110524,IDXS,25861.90
شاخص_كل6,13900304,20110525,IDXS,25290.70
شاخص_كل6,13900307,20110528,IDXS,25043.40
شاخص_كل6,13900308,20110529,IDXS,24600.60
شاخص_كل6,13900309,20110530,IDXS,24865.30
شاخص_كل6,13900310,20110531,IDXS,25120.90
شاخص_كل6,13900316,20110606,IDXS,25291.80
شاخص_كل6,13900317,20110607,IDXS,25123.10
شاخص_كل6,13900318,20110608,IDXS,25286.50
شاخص_كل6,13900321,20110611,IDXS,25245.10
شاخص_كل6,13900322,20110612,IDXS,25121.70
شاخص_كل6,13900323,20110613,IDXS,25237.50
شاخص_كل6,13900324,20110614,IDXS,25043.30
شاخص_كل6,13900325,20110615,IDXS,24854.80
شاخص_كل6,13900328,20110618,IDXS,25187.40
شاخص_كل6,13900329,20110619,IDXS,25214.10
شاخص_كل6,13900330,20110620,IDXS,25120.90
شاخص_كل6,13900331,20110621,IDXS,25181.60
شاخص_كل6,13900401,20110622,IDXS,25126.10
شاخص_كل6,13900404,20110625,IDXS,25023.50
شاخص_كل6,13900405,20110626,IDXS,24674.90
شاخص_كل6,13900406,20110627,IDXS,24148.60
شاخص_كل6,13900407,20110628,IDXS,24180.50
شاخص_كل6,13900408,20110629,IDXS,24503.50
شاخص_كل6,13900411,20110702,IDXS,24742.20
شاخص_كل6,13900412,20110703,IDXS,24742.70
شاخص_كل6,13900413,20110704,IDXS,24698.30
شاخص_كل6,13900414,20110705,IDXS,24816.60
شاخص_كل6,13900415,20110706,IDXS,24801.10
شاخص_كل6,13900418,20110709,IDXS,24716.90
شاخص_كل6,13900419,20110710,IDXS,24541.10
شاخص_كل6,13900420,20110711,IDXS,24503.80
شاخص_كل6,13900421,20110712,IDXS,24387.10
شاخص_كل6,13900422,20110713,IDXS,24286.70
شاخص_كل6,13900425,20110716,IDXS,24348.90
شاخص_كل6,13900427,20110718,IDXS,24460.70
شاخص_كل6,13900428,20110719,IDXS,24494.60
شاخص_كل6,13900429,20110720,IDXS,24602.00
شاخص_كل6,13900501,20110723,IDXS,24809.60
شاخص_كل6,13900502,20110724,IDXS,25181.70
شاخص_كل6,13900503,20110725,IDXS,25325.40
شاخص_كل6,13900504,20110726,IDXS,25434.60
شاخص_كل6,13900505,20110727,IDXS,25471.80
شاخص_كل6,13900508,20110730,IDXS,25297.80
شاخص_كل6,13900509,20110731,IDXS,25110.80
شاخص_كل6,13900510,20110801,IDXS,25270.00
شاخص_كل6,13900511,20110802,IDXS,25284.50
شاخص_كل6,13900512,20110803,IDXS,25316.30
شاخص_كل6,13900515,20110806,IDXS,25008.10
شاخص_كل6,13900516,20110807,IDXS,24923.60
شاخص_كل6,13900517,20110808,IDXS,24970.80
شاخص_كل6,13900518,20110809,IDXS,24596.70
شاخص_كل6,13900519,20110810,IDXS,24875.80
شاخص_كل6,13900522,20110813,IDXS,24997.00
شاخص_كل6,13900523,20110814,IDXS,25092.80
شاخص_كل6,13900524,20110815,IDXS,25059.30
شاخص_كل6,13900525,20110816,IDXS,25090.50
شاخص_كل6,13900526,20110817,IDXS,25237.60
شاخص_كل6,13900529,20110820,IDXS,25231.60
شاخص_كل6,13900530,20110821,IDXS,25217.00
شاخص_كل6,13900601,20110823,IDXS,25389.30
شاخص_كل6,13900602,20110824,IDXS,25475.70
شاخص_كل6,13900605,20110827,IDXS,25555.60
شاخص_كل6,13900606,20110828,IDXS,25475.10
شاخص_كل6,13900607,20110829,IDXS,25621.70
شاخص_كل6,13900608,20110830,IDXS,25822.00
شاخص_كل6,13900612,20110903,IDXS,26083.40
شاخص_كل6,13900613,20110904,IDXS,26254.60
شاخص_كل6,13900614,20110905,IDXS,26360.80
شاخص_كل6,13900615,20110906,IDXS,26714.70
شاخص_كل6,13900616,20110907,IDXS,26930.20
شاخص_كل6,13900619,20110910,IDXS,27098.40
شاخص_كل6,13900620,20110911,IDXS,27099.90
شاخص_كل6,13900621,20110912,IDXS,27058.90
شاخص_كل6,13900622,20110913,IDXS,26933.10
شاخص_كل6,13900623,20110914,IDXS,26836.30
شاخص_كل6,13900626,20110917,IDXS,26855.00
شاخص_كل6,13900627,20110918,IDXS,26885.00
شاخص_كل6,13900628,20110919,IDXS,26866.90
شاخص_كل6,13900629,20110920,IDXS,26847.40
شاخص_كل6,13900630,20110921,IDXS,26962.20
شاخص_كل6,13900703,20110925,IDXS,26764.80
شاخص_كل6,13900704,20110926,IDXS,26571.90
شاخص_كل6,13900705,20110927,IDXS,26692.90
شاخص_كل6,13900706,20110928,IDXS,26792.70
شاخص_كل6,13900709,20111001,IDXS,26708.20
شاخص_كل6,13900710,20111002,IDXS,26672.70
شاخص_كل6,13900711,20111003,IDXS,26663.60
شاخص_كل6,13900712,20111004,IDXS,26756.30
شاخص_كل6,13900713,20111005,IDXS,26863.50
شاخص_كل6,13900716,20111008,IDXS,26912.80
شاخص_كل6,13900717,20111009,IDXS,26868.80
شاخص_كل6,13900718,20111010,IDXS,26819.40
شاخص_كل6,13900719,20111011,IDXS,26903.00
شاخص_كل6,13900720,20111012,IDXS,26844.20
شاخص_كل6,13900723,20111015,IDXS,26668.30
شاخص_كل6,13900724,20111016,IDXS,26291.20
شاخص_كل6,13900725,20111017,IDXS,26159.40
شاخص_كل6,13900726,20111018,IDXS,26158.80
شاخص_كل6,13900727,20111019,IDXS,26207.70
شاخص_كل6,13900730,20111022,IDXS,26150.80
شاخص_كل6,13900801,20111023,IDXS,26049.60
شاخص_كل6,13900802,20111024,IDXS,25875.00
شاخص_كل6,13900803,20111025,IDXS,25924.80
شاخص_كل6,13900804,20111026,IDXS,25915.40
شاخص_كل6,13900807,20111029,IDXS,25953.30
شاخص_كل6,13900808,20111030,IDXS,25911.30
شاخص_كل6,13900809,20111031,IDXS,25910.00
شاخص_كل6,13900810,20111101,IDXS,25924.90
شاخص_كل6,13900811,20111102,IDXS,26001.50
شاخص_كل6,13900814,20111105,IDXS,25874.20
شاخص_كل6,13900815,20111106,IDXS,25589.50
شاخص_كل6,13900817,20111108,IDXS,25328.60
شاخص_كل6,13900818,20111109,IDXS,25394.20
شاخص_كل6,13900821,20111112,IDXS,25462.70
شاخص_كل6,13900822,20111113,IDXS,25372.60
شاخص_كل6,13900823,20111114,IDXS,25366.60
شاخص_كل6,13900825,20111116,IDXS,25366.40
شاخص_كل6,13900828,20111119,IDXS,25366.70
شاخص_كل6,13900829,20111120,IDXS,25298.30
شاخص_كل6,13900830,20111121,IDXS,25207.20
شاخص_كل6,13900901,20111122,IDXS,24881.00
شاخص_كل6,13900902,20111123,IDXS,24568.20
شاخص_كل6,13900905,20111126,IDXS,24468.20
شاخص_كل6,13900906,20111127,IDXS,24056.40
شاخص_كل6,13900907,20111128,IDXS,23977.70
شاخص_كل6,13900908,20111129,IDXS,24089.20
شاخص_كل6,13900909,20111130,IDXS,24016.50
شاخص_كل6,13900912,20111203,IDXS,24116.60
شاخص_كل6,13900913,20111204,IDXS,24356.90
شاخص_كل6,13900916,20111207,IDXS,24662.60
شاخص_كل6,13900919,20111210,IDXS,24688.20
شاخص_كل6,13900920,20111211,IDXS,24546.30
شاخص_كل6,13900921,20111212,IDXS,24554.90
شاخص_كل6,13900922,20111213,IDXS,24618.10
شاخص_كل6,13900923,20111214,IDXS,24590.70
شاخص_كل6,13900926,20111217,IDXS,24528.30
شاخص_كل6,13900927,20111218,IDXS,24604.00
شاخص_كل6,13900928,20111219,IDXS,24638.20
شاخص_كل6,13900929,20111220,IDXS,24588.50
شاخص_كل6,13900930,20111221,IDXS,24494.00
شاخص_كل6,13901003,20111224,IDXS,24456.70
شاخص_كل6,13901004,20111225,IDXS,24455.10
شاخص_كل6,13901005,20111226,IDXS,24377.30
شاخص_كل6,13901006,20111227,IDXS,24327.20
شاخص_كل6,13901007,20111228,IDXS,24320.80
شاخص_كل6,13901010,20111231,IDXS,24403.10
شاخص_كل6,13901011,20120101,IDXS,24400.90
شاخص_كل6,13901012,20120102,IDXS,24323.70
شاخص_كل6,13901013,20120103,IDXS,24507.00
شاخص_كل6,13901014,20120104,IDXS,24839.10
شاخص_كل6,13901017,20120107,IDXS,24887.90
شاخص_كل6,13901018,20120108,IDXS,24854.90
شاخص_كل6,13901019,20120109,IDXS,25082.70
شاخص_كل6,13901020,20120110,IDXS,25207.40
شاخص_كل6,13901021,20120111,IDXS,25440.30
شاخص_كل6,13901025,20120115,IDXS,25755.30
شاخص_كل6,13901026,20120116,IDXS,25903.40
شاخص_كل6,13901027,20120117,IDXS,25692.80
شاخص_كل6,13901028,20120118,IDXS,25811.20
شاخص_كل6,13901101,20120121,IDXS,25772.30
شاخص_كل6,13901103,20120123,IDXS,25620.70
شاخص_كل6,13901105,20120125,IDXS,25540.50
شاخص_كل6,13901108,20120128,IDXS,25723.00
شاخص_كل6,13901109,20120129,IDXS,25931.30
شاخص_كل6,13901110,20120130,IDXS,25912.90
شاخص_كل6,13901111,20120131,IDXS,25913.80
شاخص_كل6,13901112,20120201,IDXS,25878.20
شاخص_كل6,13901115,20120204,IDXS,25907.00
شاخص_كل6,13901116,20120205,IDXS,25717.60
شاخص_كل6,13901117,20120206,IDXS,25579.80
شاخص_كل6,13901118,20120207,IDXS,25436.60
شاخص_كل6,13901119,20120208,IDXS,25371.70
شاخص_كل6,13901123,20120212,IDXS,25320.70
شاخص_كل6,13901124,20120213,IDXS,25279.80
شاخص_كل6,13901125,20120214,IDXS,24946.40
شاخص_كل6,13901126,20120215,IDXS,24829.30
شاخص_كل6,13901129,20120218,IDXS,24848.90
شاخص_كل6,13901130,20120219,IDXS,24878.30
شاخص_كل6,13901201,20120220,IDXS,24923.20
شاخص_كل6,13901202,20120221,IDXS,25035.20
شاخص_كل6,13901203,20120222,IDXS,25012.60
شاخص_كل6,13901206,20120225,IDXS,24936.10
شاخص_كل6,13901207,20120226,IDXS,24976.90
شاخص_كل6,13901208,20120227,IDXS,25098.40
شاخص_كل6,13901209,20120228,IDXS,25244.40
شاخص_كل6,13901210,20120229,IDXS,25354.50
شاخص_كل6,13901213,20120303,IDXS,25365.50
شاخص_كل6,13901214,20120304,IDXS,25417.90
شاخص_كل6,13901215,20120305,IDXS,25320.10
شاخص_كل6,13901216,20120306,IDXS,25307.90
شاخص_كل6,13901217,20120307,IDXS,25400.20
شاخص_كل6,13901220,20120310,IDXS,25457.60
شاخص_كل6,13901221,20120311,IDXS,25491.10
شاخص_كل6,13901222,20120312,IDXS,25300.00
شاخص_كل6,13901223,20120313,IDXS,25265.30
شاخص_كل6,13901224,20120314,IDXS,25481.50
شاخص_كل6,13901227,20120317,IDXS,25607.20
شاخص_كل6,13901228,20120318,IDXS,25905.60
شاخص_كل6,13910105,20120324,IDXS,26280.50
شاخص_كل6,13910106,20120325,IDXS,26502.30
شاخص_كل6,13910107,20120326,IDXS,26408.70
شاخص_كل6,13910108,20120327,IDXS,26533.00
شاخص_كل6,13910109,20120328,IDXS,26576.20
شاخص_كل6,13910114,20120402,IDXS,26484.80
شاخص_كل6,13910115,20120403,IDXS,26327.00
شاخص_كل6,13910116,20120404,IDXS,26300.30
شاخص_كل6,13910119,20120407,IDXS,26383.40
شاخص_كل6,13910120,20120408,IDXS,26491.80
شاخص_كل6,13910121,20120409,IDXS,26482.60
شاخص_كل6,13910122,20120410,IDXS,26664.10
شاخص_كل6,13910123,20120411,IDXS,26757.80
شاخص_كل6,13910126,20120414,IDXS,26896.80
شاخص_كل6,13910127,20120415,IDXS,27281.20
شاخص_كل6,13910128,20120416,IDXS,27245.60
شاخص_كل6,13910129,20120417,IDXS,27185.60
شاخص_كل6,13910130,20120418,IDXS,27259.90
شاخص_كل6,13910202,20120421,IDXS,27211.70
شاخص_كل6,13910203,20120422,IDXS,27169.30
شاخص_كل6,13910204,20120423,IDXS,27085.30
شاخص_كل6,13910205,20120424,IDXS,27129.90
شاخص_كل6,13910209,20120428,IDXS,27010.10
شاخص_كل6,13910210,20120429,IDXS,26953.80
شاخص_كل6,13910211,20120430,IDXS,26960.00
شاخص_كل6,13910212,20120501,IDXS,26969.80
شاخص_كل6,13910213,20120502,IDXS,26964.80
شاخص_كل6,13910216,20120505,IDXS,26935.70
شاخص_كل6,13910217,20120506,IDXS,26932.20
شاخص_كل6,13910218,20120507,IDXS,26886.30
شاخص_كل6,13910219,20120508,IDXS,26870.50
شاخص_كل6,13910220,20120509,IDXS,26871.90
شاخص_كل6,13910223,20120512,IDXS,26743.80
شاخص_كل6,13910224,20120513,IDXS,26658.00
شاخص_كل6,13910225,20120514,IDXS,26715.20
شاخص_كل6,13910226,20120515,IDXS,26677.30
شاخص_كل6,13910227,20120516,IDXS,26652.60
شاخص_كل6,13910230,20120519,IDXS,26652.10
شاخص_كل6,13910231,20120520,IDXS,26667.70
شاخص_كل6,13910301,20120521,IDXS,26845.80
شاخص_كل6,13910302,20120522,IDXS,26912.70
شاخص_كل6,13910303,20120523,IDXS,27091.20
شاخص_كل6,13910306,20120526,IDXS,26909.50
شاخص_كل6,13910307,20120527,IDXS,26905.00
شاخص_كل6,13910308,20120528,IDXS,26848.70
شاخص_كل6,13910309,20120529,IDXS,26803.60
شاخص_كل6,13910310,20120530,IDXS,26755.90
شاخص_كل6,13910313,20120602,IDXS,26735.40
شاخص_كل6,13910316,20120605,IDXS,26693.00
شاخص_كل6,13910317,20120606,IDXS,26635.60
شاخص_كل6,13910320,20120609,IDXS,26365.20
شاخص_كل6,13910321,20120610,IDXS,26264.80
شاخص_كل6,13910322,20120611,IDXS,26411.80
شاخص_كل6,13910323,20120612,IDXS,26440.50
شاخص_كل6,13910324,20120613,IDXS,26439.10
شاخص_كل6,13910327,20120616,IDXS,26406.70
شاخص_كل6,13910328,20120617,IDXS,26325.50
شاخص_كل6,13910330,20120619,IDXS,26291.80
شاخص_كل6,13910331,20120620,IDXS,26165.90
شاخص_كل6,13910403,20120623,IDXS,25938.10
شاخص_كل6,13910404,20120624,IDXS,25681.10
شاخص_كل6,13910405,20120625,IDXS,25558.40
شاخص_كل6,13910406,20120626,IDXS,25325.00
شاخص_كل6,13910407,20120627,IDXS,25054.60
شاخص_كل6,13910410,20120630,IDXS,25170.70
شاخص_كل6,13910411,20120701,IDXS,25227.20
شاخص_كل6,13910412,20120702,IDXS,25345.50
شاخص_كل6,13910413,20120703,IDXS,25438.00
شاخص_كل6,13910414,20120704,IDXS,25428.50
شاخص_كل6,13910417,20120707,IDXS,25445.50
شاخص_كل6,13910418,20120708,IDXS,25354.30
شاخص_كل6,13910419,20120709,IDXS,25279.20
شاخص_كل6,13910420,20120710,IDXS,25307.50
شاخص_كل6,13910421,20120711,IDXS,25388.10
شاخص_كل6,13910424,20120714,IDXS,25431.50
شاخص_كل6,13910425,20120715,IDXS,25296.10
شاخص_كل6,13910426,20120716,IDXS,25159.70
شاخص_كل6,13910427,20120717,IDXS,25021.30
شاخص_كل6,13910428,20120718,IDXS,25039.20
شاخص_كل6,13910431,20120721,IDXS,25021.20
شاخص_كل6,13910501,20120722,IDXS,24996.00
شاخص_كل6,13910502,20120723,IDXS,25029.50
شاخص_كل6,13910503,20120724,IDXS,25094.30
شاخص_كل6,13910504,20120725,IDXS,25088.80
شاخص_كل6,13910507,20120728,IDXS,25023.30
شاخص_كل6,13910508,20120729,IDXS,24747.40
شاخص_كل6,13910509,20120730,IDXS,24550.40
شاخص_كل6,13910510,20120731,IDXS,24584.00
شاخص_كل6,13910511,20120801,IDXS,24546.70
شاخص_كل6,13910514,20120804,IDXS,24332.60
شاخص_كل6,13910515,20120805,IDXS,24108.50
شاخص_كل6,13910516,20120806,IDXS,24001.00
شاخص_كل6,13910517,20120807,IDXS,23855.10
شاخص_كل6,13910518,20120808,IDXS,23787.30
شاخص_كل6,13910521,20120811,IDXS,23957.20
شاخص_كل6,13910522,20120812,IDXS,24024.20
شاخص_كل6,13910523,20120813,IDXS,24049.70
شاخص_كل6,13910524,20120814,IDXS,24102.10
شاخص_كل6,13910525,20120815,IDXS,24125.30
شاخص_كل6,13910528,20120818,IDXS,24144.70
شاخص_كل6,13910531,20120821,IDXS,24279.10
شاخص_كل6,13910601,20120822,IDXS,24339.20
شاخص_كل6,13910604,20120825,IDXS,24523.20
شاخص_كل6,13910605,20120826,IDXS,24586.50
شاخص_كل6,13910606,20120827,IDXS,24649.00
شاخص_كل6,13910612,20120902,IDXS,24730.10
شاخص_كل6,13910613,20120903,IDXS,25055.00
شاخص_كل6,13910614,20120904,IDXS,25384.00
شاخص_كل6,13910615,20120905,IDXS,25659.90
شاخص_كل6,13910618,20120908,IDXS,25791.90
شاخص_كل6,13910619,20120909,IDXS,25569.20
شاخص_كل6,13910620,20120910,IDXS,25735.10
شاخص_كل6,13910621,20120911,IDXS,25889.20
شاخص_كل6,13910625,20120915,IDXS,26283.70
شاخص_كل6,13910626,20120916,IDXS,26217.20
شاخص_كل6,13910627,20120917,IDXS,26470.60
شاخص_كل6,13910628,20120918,IDXS,26556.90
شاخص_كل6,13910629,20120919,IDXS,26514.50
شاخص_كل6,13910701,20120922,IDXS,26875.30
شاخص_كل6,13910702,20120923,IDXS,27127.10
شاخص_كل6,13910703,20120924,IDXS,27080.70
شاخص_كل6,13910704,20120925,IDXS,27440.10
شاخص_كل6,13910705,20120926,IDXS,28132.20
شاخص_كل6,13910708,20120929,IDXS,28828.70
شاخص_كل6,13910709,20120930,IDXS,29207.10
شاخص_كل6,13910710,20121001,IDXS,28788.80
شاخص_كل6,13910711,20121002,IDXS,28667.10
شاخص_كل6,13910712,20121003,IDXS,29098.50
شاخص_كل6,13910715,20121006,IDXS,28862.90
شاخص_كل6,13910716,20121007,IDXS,28858.60
شاخص_كل6,13910717,20121008,IDXS,29014.10
شاخص_كل6,13910718,20121009,IDXS,29032.50
شاخص_كل6,13910719,20121010,IDXS,28845.70
شاخص_كل6,13910722,20121013,IDXS,28557.90
شاخص_كل6,13910723,20121014,IDXS,28656.10
شاخص_كل6,13910724,20121015,IDXS,28981.30
شاخص_كل6,13910725,20121016,IDXS,29248.20
شاخص_كل6,13910726,20121017,IDXS,29502.00
شاخص_كل6,13910729,20121020,IDXS,29992.60
شاخص_كل6,13910730,20121021,IDXS,30211.40
شاخص_كل6,13910801,20121022,IDXS,30671.60
شاخص_كل6,13910802,20121023,IDXS,30615.70
شاخص_كل6,13910803,20121024,IDXS,30749.30
شاخص_كل6,13910806,20121027,IDXS,31121.70
شاخص_كل6,13910807,20121028,IDXS,31160.10
شاخص_كل6,13910808,20121029,IDXS,31221.50
شاخص_كل6,13910809,20121030,IDXS,31331.60
شاخص_كل6,13910810,20121031,IDXS,31082.40
شاخص_كل6,13910814,20121104,IDXS,31205.20
شاخص_كل6,13910815,20121105,IDXS,30736.60
شاخص_كل6,13910816,20121106,IDXS,30940.30
شاخص_كل6,13910817,20121107,IDXS,31282.90
شاخص_كل6,13910820,20121110,IDXS,31220.10
شاخص_كل6,13910821,20121111,IDXS,31015.60
شاخص_كل6,13910822,20121112,IDXS,30978.80
شاخص_كل6,13910823,20121113,IDXS,31215.00
شاخص_كل6,13910824,20121114,IDXS,31336.40
شاخص_كل6,13910827,20121117,IDXS,31260.30
شاخص_كل6,13910828,20121118,IDXS,31271.20
شاخص_كل6,13910829,20121119,IDXS,31096.50
شاخص_كل6,13910830,20121120,IDXS,31140.90
شاخص_كل6,13910901,20121121,IDXS,31259.50
شاخص_كل6,13910906,20121126,IDXS,31608.90
شاخص_كل6,13910907,20121127,IDXS,32018.10
شاخص_كل6,13910908,20121128,IDXS,32339.50
شاخص_كل6,13910911,20121201,IDXS,32741.50
شاخص_كل6,13910912,20121202,IDXS,33113.50
شاخص_كل6,13910913,20121203,IDXS,33015.70
شاخص_كل6,13910914,20121204,IDXS,33073.40
شاخص_كل6,13910915,20121205,IDXS,33282.00
شاخص_كل6,13910918,20121208,IDXS,33659.90
شاخص_كل6,13910919,20121209,IDXS,33612.60
شاخص_كل6,13910920,20121210,IDXS,33760.80
شاخص_كل6,13910921,20121211,IDXS,33889.40
شاخص_كل6,13910922,20121212,IDXS,33687.00
شاخص_كل6,13910925,20121215,IDXS,33949.30
شاخص_كل6,13910926,20121216,IDXS,34090.90
شاخص_كل6,13910927,20121217,IDXS,34669.50
شاخص_كل6,13910928,20121218,IDXS,35106.20
شاخص_كل6,13910929,20121219,IDXS,35760.30
شاخص_كل6,13911002,20121222,IDXS,36040.50
شاخص_كل6,13911003,20121223,IDXS,36829.30
شاخص_كل6,13911004,20121224,IDXS,37530.70
شاخص_كل6,13911005,20121225,IDXS,37366.40
شاخص_كل6,13911006,20121226,IDXS,37798.80
شاخص_كل6,13911009,20121229,IDXS,37622.40
شاخص_كل6,13911010,20121230,IDXS,37116.30
شاخص_كل6,13911011,20121231,IDXS,37860.60
شاخص_كل6,13911012,20130101,IDXS,37987.00
شاخص_كل6,13911013,20130102,IDXS,37648.50
شاخص_كل6,13911017,20130106,IDXS,37059.00
شاخص_كل6,13911018,20130107,IDXS,37077.00
شاخص_كل6,13911019,20130108,IDXS,37314.90
شاخص_كل6,13911020,20130109,IDXS,37441.50
شاخص_كل6,13911024,20130113,IDXS,37786.20
شاخص_كل6,13911025,20130114,IDXS,38082.80
شاخص_كل6,13911026,20130115,IDXS,38322.50
شاخص_كل6,13911027,20130116,IDXS,38343.60
شاخص_كل6,13911030,20130119,IDXS,37898.80
شاخص_كل6,13911101,20130120,IDXS,37627.50
شاخص_كل6,13911102,20130121,IDXS,37284.00
شاخص_كل6,13911103,20130122,IDXS,36594.00
شاخص_كل6,13911104,20130123,IDXS,37233.70
شاخص_كل6,13911107,20130126,IDXS,37409.40
شاخص_كل6,13911109,20130128,IDXS,36674.70
شاخص_كل6,13911111,20130130,IDXS,36554.90
شاخص_كل6,13911114,20130202,IDXS,36801.40
شاخص_كل6,13911115,20130203,IDXS,36761.10
شاخص_كل6,13911116,20130204,IDXS,36447.00
شاخص_كل6,13911117,20130205,IDXS,36505.60
شاخص_كل6,13911118,20130206,IDXS,36913.30
شاخص_كل6,13911121,20130209,IDXS,38205.40
شاخص_كل6,13911123,20130211,IDXS,38394.30
شاخص_كل6,13911124,20130212,IDXS,38640.10
شاخص_كل6,13911125,20130213,IDXS,38611.40
شاخص_كل6,13911128,20130216,IDXS,38655.00
شاخص_كل6,13911129,20130217,IDXS,38710.30
شاخص_كل6,13911130,20130218,IDXS,38739.40
شاخص_كل6,13911201,20130219,IDXS,38550.80
شاخص_كل6,13911202,20130220,IDXS,38479.20
شاخص_كل6,13911205,20130223,IDXS,38325.80
شاخص_كل6,13911206,20130224,IDXS,37931.10
شاخص_كل6,13911207,20130225,IDXS,37350.60
شاخص_كل6,13911208,20130226,IDXS,37573.70
شاخص_كل6,13911209,20130227,IDXS,37811.60
شاخص_كل6,13911212,20130302,IDXS,37437.20
شاخص_كل6,13911213,20130303,IDXS,37156.10
شاخص_كل6,13911214,20130304,IDXS,37135.90
شاخص_كل6,13911215,20130305,IDXS,36950.60
شاخص_كل6,13911216,20130306,IDXS,36925.10
شاخص_كل6,13911219,20130309,IDXS,36585.50
شاخص_كل6,13911220,20130310,IDXS,37101.00
شاخص_كل6,13911221,20130311,IDXS,37193.60
شاخص_كل6,13911222,20130312,IDXS,37268.40
شاخص_كل6,13911223,20130313,IDXS,37998.70
شاخص_كل6,13911226,20130316,IDXS,37854.80
شاخص_كل6,13911227,20130317,IDXS,37516.10
شاخص_كل6,13911228,20130318,IDXS,38040.80
شاخص_كل6,13920105,20130325,IDXS,38602.60
شاخص_كل6,13920106,20130326,IDXS,39351.10
شاخص_كل6,13920107,20130327,IDXS,39741.80
شاخص_كل6,13920110,20130330,IDXS,39714.90
شاخص_كل6,13920111,20130331,IDXS,39990.20
شاخص_كل6,13920114,20130403,IDXS,40151.10
شاخص_كل6,13920117,20130406,IDXS,40134.30
شاخص_كل6,13920118,20130407,IDXS,39915.60
شاخص_كل6,13920119,20130408,IDXS,40068.00
شاخص_كل6,13920120,20130409,IDXS,40606.60
شاخص_كل6,13920121,20130410,IDXS,40533.00
شاخص_كل6,13920124,20130413,IDXS,40255.10
شاخص_كل6,13920126,20130415,IDXS,40621.00
شاخص_كل6,13920127,20130416,IDXS,40834.90
شاخص_كل6,13920128,20130417,IDXS,40747.60
شاخص_كل6,13920131,20130420,IDXS,40550.80
شاخص_كل6,13920201,20130421,IDXS,40506.00
شاخص_كل6,13920202,20130422,IDXS,41133.00
شاخص_كل6,13920203,20130423,IDXS,41583.80
شاخص_كل6,13920204,20130424,IDXS,42052.40
شاخص_كل6,13920207,20130427,IDXS,42334.20
شاخص_كل6,13920208,20130428,IDXS,42507.70
شاخص_كل6,13920209,20130429,IDXS,43192.30
شاخص_كل6,13920210,20130430,IDXS,43994.30
شاخص_كل6,13920211,20130501,IDXS,44537.10
شاخص_كل6,13920214,20130504,IDXS,44993.50
شاخص_كل6,13920215,20130505,IDXS,44897.90
شاخص_كل6,13920216,20130506,IDXS,44943.70
شاخص_كل6,13920217,20130507,IDXS,44707.40
شاخص_كل6,13920218,20130508,IDXS,44683.90
شاخص_كل6,13920221,20130511,IDXS,45091.40
شاخص_كل6,13920222,20130512,IDXS,45512.70
شاخص_كل6,13920223,20130513,IDXS,44963.30
شاخص_كل6,13920224,20130514,IDXS,44129.00
شاخص_كل6,13920225,20130515,IDXS,43864.30
شاخص_كل6,13920228,20130518,IDXS,43301.00
شاخص_كل6,13920229,20130519,IDXS,42795.50
شاخص_كل6,13920230,20130520,IDXS,43047.30
شاخص_كل6,13920231,20130521,IDXS,42855.70
شاخص_كل6,13920301,20130522,IDXS,42777.20
شاخص_كل6,13920304,20130525,IDXS,43485.20
شاخص_كل6,13920305,20130526,IDXS,43910.70
شاخص_كل6,13920306,20130527,IDXS,44107.40
شاخص_كل6,13920307,20130528,IDXS,44470.70
شاخص_كل6,13920308,20130529,IDXS,45162.20
شاخص_كل6,13920311,20130601,IDXS,44945.10
شاخص_كل6,13920312,20130602,IDXS,45247.80
شاخص_كل6,13920313,20130603,IDXS,45590.00
شاخص_كل6,13920318,20130608,IDXS,45488.20
شاخص_كل6,13920319,20130609,IDXS,45199.10
شاخص_كل6,13920320,20130610,IDXS,45206.50
شاخص_كل6,13920321,20130611,IDXS,45553.40
شاخص_كل6,13920322,20130612,IDXS,45671.90
شاخص_كل6,13920325,20130615,IDXS,46623.00
شاخص_كل6,13920326,20130616,IDXS,47817.90
شاخص_كل6,13920327,20130617,IDXS,48333.30
شاخص_كل6,13920328,20130618,IDXS,48783.00
شاخص_كل6,13920329,20130619,IDXS,48916.70
شاخص_كل6,13920401,20130622,IDXS,48539.30
شاخص_كل6,13920402,20130623,IDXS,48631.10
شاخص_كل6,13920404,20130625,IDXS,48634.00
شاخص_كل6,13920405,20130626,IDXS,49427.40
شاخص_كل6,13920408,20130629,IDXS,50471.10
